pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-1266738	Developmental Biology	rs768048,rs2729409,rs735854,rs12540874,rs2121875,rs6028945,rs2650000,rs10748128,rs1574192,rs2839619,rs4132509,rs3126085,rs10074258,rs1011731,rs2517388,rs3110496,rs3790844,rs3130501,rs9480865,rs1941184,rs4857855,rs13236689,rs2298574,rs731174,rs12053903,rs735396,rs4703129,rs3757840,rs3914132,rs7504990,rs7076247,rs266717,rs499697,rs7665090,rs7236477,rs11979158,rs2158836,rs6764363,rs6670655,rs9871760,rs11767557,rs9642880,rs197770,rs11968166,rs4764039,rs1800961,rs6052699,rs12423712,rs9960767,rs10521222,rs17157903,rs2084385,rs1746048,rs7111341,rs4948418,rs6761,rs3922844,rs2239633,rs613872,rs7315438,rs678962,rs3218097,rs2083637,rs3889237,rs2502731,rs234720,rs10932886,rs730497,rs4430796,rs1529672,rs2755237,rs7305618,rs10510181,rs6604026,rs2070615,rs7319311,rs2153960,rs3805236,rs7579899,rs2283792,rs1435703,rs2160519,rs4821469,rs4607517,rs1366594,rs6795970,rs4298437,rs2032794,rs10876993,rs4468878,rs1648707,rs2281845,rs216013,rs7050529,rs6800541,rs11868035,rs2069408,rs7501939,rs10761482,rs5742915,rs11897119,rs1321311,rs4404602,rs757978,rs4129267,rs4812829,rs1970546,rs6107516,rs944260,rs10483853,rs12643654,rs7069923,rs10994397,rs12678919,rs744910,rs7044529,rs10810865,rs4764043,rs1436109,rs882300,rs7702057,rs956237,rs11695685,rs1064395,rs4112788,rs4537545,rs3780792,rs13015447,rs2300478,rs748404,rs7341475,rs2839627,rs4601609,rs744166,rs12279261,rs1379659,rs1755289,rs11898505,rs10243024,rs4282339,rs10507380,rs2280401,rs6068020,rs7310409,rs10096633,rs1551943,rs12580100,rs538147,rs12344583,rs224278,rs17581368,rs9357155,rs3742207,rs4925189,rs831571,rs339331
reactome	R-HSA-8935690	Digestion	
reactome	R-HSA-8963743	Digestion and absorption	
reactome	R-HSA-189085	Digestion of dietary carbohydrate	
reactome	R-HSA-192456	Digestion of dietary lipid	
reactome	R-HSA-69416	Dimerization of procaspase-8	rs2234978,rs13278062
reactome	R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	rs3736228,rs3807989,rs11158493
reactome	R-HSA-1643685	Disease	rs1816002,rs6834555,rs4299376,rs2073643,rs12821256,rs2597513,rs7072268,rs16856332,rs2121875,rs10748128,rs12896399,rs1574192,rs505802,rs10488031,rs4132509,rs10508517,rs477895,rs2981579,rs11984075,rs10758669,rs1427593,rs7742369,rs445,rs404860,rs9480865,rs6547705,rs7651039,rs7134594,rs11984041,rs1999805,rs4962416,rs13236689,rs3905000,rs443198,rs4363657,rs169082,rs12199222,rs3757840,rs7665090,rs10491334,rs11979158,rs5215,rs6056,rs8101881,rs10259085,rs17036350,rs7903146,rs6868223,rs9642880,rs741301,rs1876518,rs4338740,rs12686004,rs2800,rs13129697,rs4294134,rs2282978,rs1109501,rs3131296,rs1801239,rs4675374,rs6710518,rs7578326,rs2305707,rs1378942,rs12423712,rs2562784,rs2084385,rs310501,rs780092,rs3782181,rs2515629,rs2056626,rs2114039,rs6761,rs1874326,rs530501,rs7183263,rs16928809,rs7025486,rs5751901,rs4315565,rs4149268,rs16946160,rs17115100,rs2075726,rs2248359,rs995030,rs730497,rs1350666,rs2899472,rs2352028,rs454305,rs275380,rs16890979,rs6673480,rs2755237,rs6604026,rs10513789,rs2153960,rs6602175,rs8002779,rs3805236,rs7632299,rs6420094,rs2283792,rs10945919,rs9282641,rs4607517,rs3027409,rs543650,rs9523762,rs11254363,rs2032794,rs4333130,rs17369571,rs733175,rs11065987,rs4660531,rs864537,rs12899618,rs6795735,rs10876993,rs737267,rs2575876,rs1127065,rs4533267,rs7122539,rs13230047,rs1395479,rs887829,rs1667255,rs9929218,rs4767631,rs8016947,rs2301436,rs1321311,rs780094,rs2108225,rs1371924,rs27524,rs1260326,rs1776897,rs10444502,rs4842838,rs337847,rs3736228,rs7249094,rs744910,rs10810865,rs2860580,rs6544713,rs2504063,rs882300,rs2257205,rs6756629,rs1064395,rs8028182,rs3775948,rs1008953,rs6742078,rs152528,rs786870,rs4601609,rs2439312,rs2273061,rs744166,rs1484170,rs6902771,rs1755289,rs10243024,rs17556665,rs10507380,rs4227,rs7901695,rs2280401,rs552976,rs5751614,rs9296015,rs1458038,rs4149081,rs12580100,rs4072037,rs1219648,rs1733724,rs7677751,rs11158493,rs5219,rs9357155,rs2978263,rs2943641,rs831571,rs10133111
reactome	R-HSA-3781860	Diseases associated with N-glycosylation of proteins	rs4227
reactome	R-HSA-3906995	Diseases associated with O-glycosylation of proteins	rs12899618,rs1816002,rs1427593,rs275380,rs6795735,rs4842838,rs10259085,rs6868223,rs17556665,rs7249094,rs404860,rs4533267,rs7183263,rs9296015,rs1109501,rs4072037,rs3131296,rs6710518,rs443198
reactome	R-HSA-3560782	Diseases associated with glycosaminoglycan metabolism	rs1064395,rs1574192,rs2352028,rs16946160,rs1008953,rs9523762,rs8002779,rs310501
reactome	R-HSA-5609975	Diseases associated with glycosylation precursor biosynthesis	
reactome	R-HSA-5687613	Diseases associated with surfactant metabolism	rs2075726
reactome	R-HSA-5602358	Diseases associated with the TLR signaling cascade	rs13236689,rs7665090,rs8016947,rs10133111
reactome	R-HSA-2474795	Diseases associated with visual transduction	rs1667255
reactome	R-HSA-9605308	Diseases of Base Excision Repair	rs1395479
reactome	R-HSA-9630747	Diseases of Cellular Senescence	rs2282978,rs10876993,rs445
reactome	R-HSA-5260271	Diseases of Immune System	rs13236689,rs7665090,rs8016947,rs10133111
reactome	R-HSA-5423599	Diseases of Mismatch Repair (MMR)	
reactome	R-HSA-5663084	Diseases of carbohydrate metabolism	rs530501,rs337847
reactome	R-HSA-3781865	Diseases of glycosylation	rs12899618,rs2352028,rs275380,rs6795735,rs1427593,rs1816002,rs4842838,rs6868223,rs17556665,rs7249094,rs10259085,rs404860,rs4533267,rs7183263,rs8002779,rs4227,rs9296015,rs1064395,rs1574192,rs4072037,rs3131296,rs6710518,rs16946160,rs1109501,rs1008953,rs9523762,rs443198,rs310501
reactome	R-HSA-5668914	Diseases of metabolism	rs2899472,rs337847,rs10513789,rs6602175,rs7122539,rs530501,rs7651039,rs7134594,rs5751901,rs887829,rs3027409,rs1801239,rs17115100,rs2075726,rs6742078,rs11254363,rs2305707,rs10508517,rs2248359
reactome	R-HSA-5663202	Diseases of signal transduction	rs1350666,rs6056,rs10444502,rs454305,rs17036350,rs7903146,rs2755237,rs3736228,rs9642880,rs1876518,rs744910,rs2153960,rs4338740,rs3805236,rs12821256,rs2597513,rs2283792,rs2121875,rs2504063,rs10945919,rs2257205,rs9282641,rs10748128,rs4675374,rs543650,rs7578326,rs152528,rs1378942,rs2032794,rs12423712,rs786870,rs4132509,rs477895,rs2981579,rs17369571,rs10758669,rs2439312,rs3782181,rs2273061,rs4660531,rs11065987,rs744166,rs1484170,rs2114039,rs6761,rs6902771,rs10243024,rs1127065,rs1874326,rs9480865,rs7901695,rs5751614,rs7025486,rs11984041,rs1999805,rs4962416,rs1458038,rs1667255,rs1219648,rs1733724,rs4767631,rs2301436,rs1321311,rs7677751,rs11158493,rs9357155,rs2943641,rs11979158,rs995030,rs831571
reactome	R-HSA-114516	Disinhibition of SNARE formation	rs3889237,rs10871454
reactome	R-HSA-5619115	Disorders of transmembrane transporters	rs8101881,rs16890979,rs6834555,rs4299376,rs12686004,rs2073643,rs2800,rs7072268,rs13129697,rs16856332,rs6420094,rs6544713,rs7632299,rs6756629,rs4294134,rs12896399,rs4607517,rs505802,rs3775948,rs730497,rs780092,rs733175,rs2515629,rs2575876,rs737267,rs831571,rs552976,rs16928809,rs4149268,rs4149081,rs3905000,rs4363657,rs780094,rs1371924,rs12199222,rs2108225,rs3757840,rs5219,rs9357155,rs1260326,rs5215
reactome	R-HSA-110357	Displacement of DNA glycosylase by APEX1	
reactome	R-HSA-75205	Dissolution of Fibrin Clot	rs783147,rs9898
reactome	R-HSA-212676	Dopamine Neurotransmitter Release Cycle	rs10121009,rs10455248
reactome	R-HSA-379401	Dopamine clearance from the synaptic cleft	rs3027409
reactome	R-HSA-390651	Dopamine receptors	rs11214606
reactome	R-HSA-8863795	Downregulation of ERBB2 signaling	rs1350666,rs4132509,rs1484170,rs11979158,rs2439312
reactome	R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	rs4132509,rs2439312
reactome	R-HSA-1253288	Downregulation of ERBB4 signaling	
reactome	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	rs3219090,rs16912145,rs12423712,rs744910
reactome	R-HSA-2173788	Downregulation of TGF-beta receptor signaling	rs2302189,rs4939827,rs744910
reactome	R-HSA-202424	Downstream TCR signaling	rs3129882,rs864537,rs40457,rs2056626,rs9277535,rs2856718,rs7775228,rs16912145,rs7238078,rs10484561,rs9357152,rs3129890,rs2301271,rs987870,rs3077,rs3135363,rs13192471,rs9275698,rs6903608,rs2647044,rs7765379,rs660895,rs3135338,rs2647012,rs8016947,rs9271366,rs9275572,rs7774434,rs2858331,rs9357155,rs7665090,rs7453920,rs6457617,rs831571
reactome	R-HSA-186763	Downstream signal transduction	rs2032794,rs744166,rs2114039,rs167769,rs1059513,rs7677751
reactome	R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	rs13017599,rs8016947,rs2659546,rs13031237,rs7238078,rs8035957,rs9357155,rs1432295,rs7665090,rs702873,rs831571
reactome	R-HSA-5654687	Downstream signaling of activated FGFR1	rs1458038,rs10748128,rs3805236,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654696	Downstream signaling of activated FGFR2	rs1458038,rs10748128,rs1219648,rs152528,rs4338740,rs3805236,rs2981579,rs17369571,rs2121875
reactome	R-HSA-5654708	Downstream signaling of activated FGFR3	rs1458038,rs10748128,rs3805236,rs152528
reactome	R-HSA-5654716	Downstream signaling of activated FGFR4	rs10748128,rs3805236,rs152528
reactome	R-HSA-5696400	Dual Incision in GG-NER	rs4950322,rs690705,rs3136202,rs3219090,rs2113334
reactome	R-HSA-6782135	Dual incision in TC-NER	rs690705,rs6761,rs3136202,rs2113334
reactome	R-HSA-113510	E2F mediated regulation of DNA replication	rs16991615,rs2277339,rs236114
reactome	R-HSA-113507	E2F-enabled inhibition of pre-replication complex formation	rs16991615,rs236114
reactome	R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins	rs16912145,rs12741973,rs2860580,rs2336725,rs5754217,rs4821112
reactome	R-HSA-3000178	ECM proteoglycans	rs185819,rs2158836,rs11574637,rs12279261,rs7077361,rs441051,rs7319311,rs197770,rs2275215,rs2306029,rs7044529,rs1150754,rs1054627,rs1436109,rs4925386,rs1064395,rs310501,rs2269426,rs3742207,rs12198173
reactome	R-HSA-2179392	EGFR Transactivation by Gastrin	rs3889237,rs495366,rs11979158
reactome	R-HSA-182971	EGFR downregulation	rs1350666,rs454305,rs6673480,rs1755289,rs802734,rs534870,rs9574565,rs10810865,rs2562784,rs11979158
reactome	R-HSA-212718	EGFR interacts with phospholipase C-gamma	rs1350666,rs11979158,rs454305
reactome	R-HSA-2682334	EPH-Ephrin signaling	rs4821469,rs731174,rs4764039,rs12344583,rs11767557,rs3110496,rs4404602,rs2160519,rs3780792,rs735854,rs2502731,rs2032794,rs4764043,rs10074258,rs2084385,rs10932886
reactome	R-HSA-3928665	EPH-ephrin mediated repulsion of cells	rs3780792,rs2502731,rs731174,rs10074258,rs12344583,rs11767557,rs10932886,rs4404602
reactome	R-HSA-3928663	EPHA-mediated growth cone collapse	rs735854,rs4821469,rs731174,rs10074258,rs11767557,rs10932886,rs4404602
reactome	R-HSA-3928662	EPHB-mediated forward signaling	rs2032794,rs4764043,rs4764039,rs2160519
reactome	R-HSA-901032	ER Quality Control Compartment (ERQC)	
reactome	R-HSA-199977	ER to Golgi Anterograde Transport	rs10994397,rs12658202,rs17608766,rs17030613,rs454305,rs7993214,rs7111341,rs4948418,rs11898505,rs910316,rs516636,rs3815148,rs2280543,rs10761482,rs4906172,rs10760706,rs183211,rs12138950,rs11602954,rs199533,rs10913469,rs633715
reactome	R-HSA-1236974	ER-Phagosome pathway	rs2523608,rs13236689,rs9468925,rs10871454,rs10484554,rs3129055,rs2247056,rs9357155,rs2860580,rs13437082,rs9264942,rs2523809,rs831571,rs4713693
reactome	R-HSA-8847993	ERBB2 Activates PTK6 Signaling	rs1350666,rs11979158,rs2439312,rs1484170
reactome	R-HSA-6785631	ERBB2 Regulates Cell Motility	rs1350666,rs11979158,rs2439312,rs1484170
reactome	R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	
reactome	R-HSA-198753	ERK/MAPK targets	rs2283792,rs1366594
reactome	R-HSA-202670	ERKs are inactivated	rs2283792
reactome	R-HSA-8939211	ESR-mediated signaling	rs1350666,rs501764,rs495366,rs3807989,rs291353,rs454305,rs1547374,rs6761,rs6902771,rs3790844,rs9642880,rs2153960,rs9480865,rs3753242,rs2283792,rs2504063,rs1999805,rs12484776,rs543650,rs139909,rs9623117,rs4132509,rs2229741,rs11979158,rs9803659,rs4601609,rs1746048
reactome	R-HSA-162594	Early Phase of HIV Life Cycle	rs7742369,rs882300,rs1776897
reactome	R-HSA-114508	Effects of PIP2 hydrolysis	rs999943,rs2306677,rs6561030,rs10495928,rs1012053,rs4142110,rs8035957,rs838705,rs11248060
reactome	R-HSA-391903	Eicosanoid ligand-binding receptors	rs4613763,rs4650608
reactome	R-HSA-211979	Eicosanoids	rs2108622
reactome	R-HSA-1566948	Elastic fibre formation	rs12431733,rs7077361,rs7577894,rs3791679,rs374748,rs27855,rs893817,rs967417,rs4444235
reactome	R-HSA-112303	Electric Transmission Across Gap Junctions	
reactome	R-HSA-2395516	Electron transport from NADPH to Ferredoxin	
reactome	R-HSA-139853	Elevation of cytosolic Ca2+ levels	rs999943,rs2306677
reactome	R-HSA-211976	Endogenous sterols	rs12188164,rs2899472,rs2305707
reactome	R-HSA-917729	Endosomal Sorting Complex Required For Transport (ESCRT)	
reactome	R-HSA-1236977	Endosomal/Vacuolar pathway	rs2523608,rs9468925,rs10484554,rs3129055,rs2247056,rs2860580,rs13437082,rs9264942,rs2523809,rs4713693
reactome	R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	rs7795096,rs17036350,rs7805747,rs3764640
reactome	R-HSA-168275	Entry of Influenza Virion into Host Cell via Endocytosis	
reactome	R-HSA-379398	Enzymatic degradation of Dopamine by monoamine oxidase	rs3027409
reactome	R-HSA-379397	Enzymatic degradation of dopamine by COMT	rs3027409
reactome	R-HSA-3928664	Ephrin signaling	rs3110496,rs2084385
reactome	R-HSA-212165	Epigenetic regulation of gene expression	rs6941421,rs8321,rs8028182,rs1953126,rs2240466,rs7097
reactome	R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen	
reactome	R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide	
reactome	R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	rs3805236,rs10758669
reactome	R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	rs10758669
reactome	R-HSA-9027284	Erythropoietin activates RAS	rs10758669
reactome	R-HSA-9027283	Erythropoietin activates STAT5	rs10758669
reactome	R-HSA-5657562	Essential fructosuria	
reactome	R-HSA-5662853	Essential pentosuria	
reactome	R-HSA-2468052	Establishment of Sister Chromatid Cohesion	rs990324
reactome	R-HSA-193144	Estrogen biosynthesis	rs2899472,rs2305707
reactome	R-HSA-9018519	Estrogen-dependent gene expression	rs501764,rs1999805,rs454305,rs1547374,rs12484776,rs6902771,rs543650,rs3790844,rs139909,rs9623117,rs6761,rs9642880,rs4601609,rs2229741,rs9803659,rs2504063,rs1746048
reactome	R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	rs1350666,rs9480865,rs4132509,rs454305,rs11979158,rs2283792,rs2153960
reactome	R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	rs3753242,rs2283792
reactome	R-HSA-71384	Ethanol oxidation	rs1789924,rs991316,rs1789891
reactome	R-HSA-156842	Eukaryotic Translation Elongation	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-72613	Eukaryotic Translation Initiation	rs10507380,rs12580100,rs16892766,rs2280401,rs12420464,rs6604026
reactome	R-HSA-72764	Eukaryotic Translation Termination	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	rs10876993
reactome	R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	rs2282978,rs10876993,rs445
reactome	R-HSA-9630750	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	rs2282978,rs10876993,rs445
reactome	R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	rs10876993
reactome	R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	rs2282978,rs10876993,rs445
reactome	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	rs2282978,rs10876993,rs445
reactome	R-HSA-8941413	Events associated with phagocytolytic activity of PMN cells	
reactome	R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	rs12199222,rs4294134
reactome	R-HSA-9036866	Expression and Processing of Neurotrophins	rs7561273,rs2842483,rs10512049
reactome	R-HSA-180786	Extension of Telomeres	rs690705,rs2736100,rs2853676,rs2277339
reactome	R-HSA-9009391	Extra-nuclear estrogen signaling	rs1350666,rs1999805,rs495366,rs3807989,rs291353,rs454305,rs11979158,rs6902771,rs543650,rs2153960,rs9480865,rs4132509,rs3753242,rs2283792,rs2504063
reactome	R-HSA-1474244	Extracellular matrix organization	rs6056,rs2158836,rs11574637,rs1816002,rs12431733,rs7077361,rs7577894,rs374748,rs893817,rs7319311,rs197770,rs7044529,rs2306029,rs1150754,rs1054627,rs1436109,rs4925386,rs4444235,rs281437,rs1064395,rs1799969,rs946053,rs10874639,rs1008953,rs27855,rs783147,rs17001239,rs1227756,rs310501,rs5498,rs185819,rs3781684,rs3093030,rs12279261,rs6795735,rs495366,rs441051,rs3791679,rs2275215,rs2268983,rs1555322,rs9888739,rs855791,rs525410,rs4956211,rs967417,rs1551943,rs1667255,rs606452,rs9929218,rs11150610,rs6504218,rs3889237,rs12621278,rs7077164,rs27524,rs2269426,rs3742207,rs4820268,rs2277027,rs12198173,rs4789939
reactome	R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	rs7586970
reactome	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	rs9357155,rs831571
reactome	R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	
reactome	R-HSA-2871809	FCERI mediated Ca+2 mobilization	rs3780792,rs290986,rs999943,rs2251746,rs2306677,rs12344583,rs2659546
reactome	R-HSA-2871796	FCERI mediated MAPK activation	rs2251746,rs889312,rs12344583,rs2084385,rs3780792,rs290986,rs16886165,rs2283792,rs4601609
reactome	R-HSA-2871837	FCERI mediated NF-kB activation	rs2251746,rs968451,rs8016947,rs892055,rs8035957,rs16912145,rs7238078,rs9357155,rs2413583,rs7665090,rs831571
reactome	R-HSA-2029481	FCGR activation	rs1801274,rs290986,rs864537,rs2056626
reactome	R-HSA-190242	FGFR1 ligand binding and activation	rs1458038,rs17369571,rs2121875,rs152528
reactome	R-HSA-1839124	FGFR1 mutant receptor activation	rs1874326,rs1458038,rs744166,rs5751614,rs2301436,rs152528
reactome	R-HSA-190370	FGFR1b ligand binding and activation	rs17369571,rs2121875,rs152528
reactome	R-HSA-190374	FGFR1c and Klotho ligand binding and activation	
reactome	R-HSA-190373	FGFR1c ligand binding and activation	rs1458038,rs152528
reactome	R-HSA-6803529	FGFR2 alternative splicing	rs6761
reactome	R-HSA-190241	FGFR2 ligand binding and activation	rs1458038,rs4338740,rs2981579,rs1219648,rs17369571,rs2121875,rs152528
reactome	R-HSA-1839126	FGFR2 mutant receptor activation	rs1458038,rs4338740,rs152528,rs2981579,rs1219648,rs17369571,rs2121875,rs6761
reactome	R-HSA-190377	FGFR2b ligand binding and activation	rs4338740,rs2981579,rs1219648,rs17369571,rs2121875,rs152528
reactome	R-HSA-190375	FGFR2c ligand binding and activation	rs1458038,rs2981579,rs1219648,rs152528
reactome	R-HSA-190239	FGFR3 ligand binding and activation	rs1458038,rs152528,rs6710518
reactome	R-HSA-2033514	FGFR3 mutant receptor activation	rs1458038,rs152528
reactome	R-HSA-190371	FGFR3b ligand binding and activation	rs152528
reactome	R-HSA-190372	FGFR3c ligand binding and activation	rs1458038,rs152528,rs6710518
reactome	R-HSA-190322	FGFR4 ligand binding and activation	rs152528
reactome	R-HSA-1839128	FGFR4 mutant receptor activation	
reactome	R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	rs1458038,rs17369571,rs2121875,rs1876518
reactome	R-HSA-9607240	FLT3 Signaling	rs1350666,rs6056,rs10444502,rs454305,rs10898392,rs3885683,rs5945326,rs1876518,rs6687758,rs4338740,rs4143832,rs3805236,rs12821256,rs4764043,rs1436109,rs2283792,rs2121875,rs2160519,rs10748128,rs4764039,rs7578326,rs152528,rs3743200,rs2032794,rs1378942,rs2981579,rs17148090,rs786870,rs17369571,rs706779,rs2439312,rs11065987,rs3782181,rs10758669,rs12279261,rs1484170,rs2114039,rs11898505,rs892055,rs3118470,rs10243024,rs1127065,rs8035957,rs7025486,rs2104286,rs10501570,rs7090512,rs1458038,rs1219648,rs2075726,rs6691170,rs4767631,rs7677751,rs11158493,rs2284033,rs7911500,rs6051520,rs9357155,rs2943641,rs12251307,rs11979158,rs995030,rs831571
reactome	R-HSA-217271	FMO oxidises nucleophiles	
reactome	R-HSA-9614085	FOXO-mediated transcription	rs4660531,rs11868035,rs2038256,rs3807989,rs4607517,rs8028182,rs2755237,rs7111341,rs3764640,rs2153960,rs1321311,rs3757840,rs9480865,rs744910,rs4132509,rs730497
reactome	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	rs9480865,rs2038256,rs3807989,rs744910,rs2755237,rs1321311,rs2153960
reactome	R-HSA-9614657	FOXO-mediated transcription of cell death genes	rs2755237,rs9480865,rs3764640,rs2153960
reactome	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	rs4660531,rs11868035,rs4607517,rs8028182,rs2755237,rs7111341,rs2153960,rs744910,rs3757840,rs9480865,rs730497
reactome	R-HSA-5654693	FRS-mediated FGFR1 signaling	rs1458038,rs10748128,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654700	FRS-mediated FGFR2 signaling	rs1458038,rs10748128,rs4338740,rs2981579,rs1219648,rs17369571,rs2121875,rs152528
